"Project ID","Res.","Tissue","Condition","Source","Target","Ligand","Receptor","Pathway Name","Prob.","P-value","Evidence","Bubble Plot"
"CCN0483","0.2","Liver","Normal","B cells","Natural killer cells","Tgfb1","TGFbR1_R2","TGFb","0.008","0.000","KEGG: mmu04350",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Natural killer cells","Tgfb1","TGFbR1_R2","TGFb","0.001","0.000","KEGG: mmu04350",""
"CCN0483","0.2","Liver","Normal","Endothelial cells","Natural killer cells","Tgfb1","TGFbR1_R2","TGFb","0.007","0.000","KEGG: mmu04350",""
"CCN0483","0.2","Liver","Normal","Hematopoietic cells","Natural killer cells","Tgfb1","TGFbR1_R2","TGFb","0.005","0.000","KEGG: mmu04350",""
"CCN0483","0.2","Liver","Normal","Hepatic stellate cells","Natural killer cells","Tgfb1","TGFbR1_R2","TGFb","0.005","0.000","KEGG: mmu04350",""
"CCN0483","0.2","Liver","Normal","Hepatocytes","Natural killer cells","Tgfb1","TGFbR1_R2","TGFb","0.006","0.000","KEGG: mmu04350",""
"CCN0483","0.2","Liver","Normal","Kupffer cells","Natural killer cells","Tgfb1","TGFbR1_R2","TGFb","0.006","0.000","KEGG: mmu04350",""
"CCN0483","0.2","Liver","Normal","Natural killer cells","Natural killer cells","Tgfb1","TGFbR1_R2","TGFb","0.005","0.000","KEGG: mmu04350",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Natural killer cells","Tgfb2","TGFbR1_R2","TGFb","0.001","0.000","KEGG: mmu04350",""
"CCN0483","0.2","Liver","Normal","B cells","Cholangiocytes","Bmp2","BMPR1A_BMPR2","BMP","0.005","0.000","KEGG: mmu04350; PMID: 26893264",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Cholangiocytes","Bmp2","BMPR1A_BMPR2","BMP","0.013","0.000","KEGG: mmu04350; PMID: 26893264",""
"CCN0483","0.2","Liver","Normal","Endothelial cells","Cholangiocytes","Bmp2","BMPR1A_BMPR2","BMP","0.027","0.000","KEGG: mmu04350; PMID: 26893264",""
"CCN0483","0.2","Liver","Normal","Hematopoietic cells","Cholangiocytes","Bmp2","BMPR1A_BMPR2","BMP","0.008","0.000","KEGG: mmu04350; PMID: 26893264",""
"CCN0483","0.2","Liver","Normal","Hepatic stellate cells","Cholangiocytes","Bmp2","BMPR1A_BMPR2","BMP","0.013","0.000","KEGG: mmu04350; PMID: 26893264",""
"CCN0483","0.2","Liver","Normal","Hepatocytes","Cholangiocytes","Bmp2","BMPR1A_BMPR2","BMP","0.016","0.000","KEGG: mmu04350; PMID: 26893264",""
"CCN0483","0.2","Liver","Normal","Kupffer cells","Cholangiocytes","Bmp2","BMPR1A_BMPR2","BMP","0.015","0.000","KEGG: mmu04350; PMID: 26893264",""
"CCN0483","0.2","Liver","Normal","Natural killer cells","Cholangiocytes","Bmp2","BMPR1A_BMPR2","BMP","0.007","0.000","KEGG: mmu04350; PMID: 26893264",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Endothelial cells","Bmp6","ACVR1_BMPR2","BMP","0.003","0.000","KEGG: mmu04350; PMID: 26893264",""
"CCN0483","0.2","Liver","Normal","Endothelial cells","Endothelial cells","Bmp6","ACVR1_BMPR2","BMP","0.010","0.000","KEGG: mmu04350; PMID: 26893264",""
"CCN0483","0.2","Liver","Normal","Hepatic stellate cells","Endothelial cells","Bmp6","ACVR1_BMPR2","BMP","0.003","0.000","KEGG: mmu04350; PMID: 26893264",""
"CCN0483","0.2","Liver","Normal","Hepatocytes","Endothelial cells","Bmp6","ACVR1_BMPR2","BMP","0.003","0.000","KEGG: mmu04350; PMID: 26893264",""
"CCN0483","0.2","Liver","Normal","Kupffer cells","Endothelial cells","Bmp6","ACVR1_BMPR2","BMP","0.003","0.000","KEGG: mmu04350; PMID: 26893264",""
"CCN0483","0.2","Liver","Normal","Endothelial cells","Hepatic stellate cells","Bmp6","ACVR1_BMPR2","BMP","0.010","0.000","KEGG: mmu04350; PMID: 26893264",""
"CCN0483","0.2","Liver","Normal","Hepatocytes","Hepatic stellate cells","Bmp6","ACVR1_BMPR2","BMP","0.003","0.000","KEGG: mmu04350; PMID: 26893264",""
"CCN0483","0.2","Liver","Normal","Kupffer cells","Hepatic stellate cells","Bmp6","ACVR1_BMPR2","BMP","0.003","0.000","KEGG: mmu04350; PMID: 26893264",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Cholangiocytes","Bmp6","BMPR1A_BMPR2","BMP","0.002","0.000","KEGG: mmu04350; PMID: 26893264",""
"CCN0483","0.2","Liver","Normal","Endothelial cells","Cholangiocytes","Bmp6","BMPR1A_BMPR2","BMP","0.006","0.000","KEGG: mmu04350; PMID: 26893264",""
"CCN0483","0.2","Liver","Normal","Hepatic stellate cells","Cholangiocytes","Bmp6","BMPR1A_BMPR2","BMP","0.002","0.000","KEGG: mmu04350; PMID: 26893264",""
"CCN0483","0.2","Liver","Normal","Hepatocytes","Cholangiocytes","Bmp6","BMPR1A_BMPR2","BMP","0.002","0.000","KEGG: mmu04350; PMID: 26893264",""
"CCN0483","0.2","Liver","Normal","Kupffer cells","Cholangiocytes","Bmp6","BMPR1A_BMPR2","BMP","0.002","0.000","KEGG: mmu04350; PMID: 26893264",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","B cells","Gdf15","Tgfbr2","GDF","0.002","0.000","KEGG: mmu04350",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Cholangiocytes","Gdf15","Tgfbr2","GDF","0.001","0.000","KEGG: mmu04350",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Endothelial cells","Gdf15","Tgfbr2","GDF","0.006","0.000","KEGG: mmu04350",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Hematopoietic cells","Gdf15","Tgfbr2","GDF","0.001","0.000","KEGG: mmu04350",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Hepatic stellate cells","Gdf15","Tgfbr2","GDF","0.006","0.000","KEGG: mmu04350",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Hepatocytes","Gdf15","Tgfbr2","GDF","0.004","0.000","KEGG: mmu04350",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Kupffer cells","Gdf15","Tgfbr2","GDF","0.003","0.000","KEGG: mmu04350",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Natural killer cells","Gdf15","Tgfbr2","GDF","0.003","0.000","KEGG: mmu04350",""
"CCN0483","0.2","Liver","Normal","Endothelial cells","Endothelial cells","Wnt2","FZD4_LRP5","WNT","0.007","0.000","KEGG: mmu04310; PMID: 23209147",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Cholangiocytes","Wnt2","FZD5_LRP5","WNT","0.001","0.000","KEGG: mmu04310; PMID: 23209147",""
"CCN0483","0.2","Liver","Normal","Endothelial cells","Cholangiocytes","Wnt2","FZD5_LRP5","WNT","0.002","0.000","KEGG: mmu04310; PMID: 23209147",""
"CCN0483","0.2","Liver","Normal","Hepatic stellate cells","Cholangiocytes","Wnt2","FZD5_LRP5","WNT","0.000","0.000","KEGG: mmu04310; PMID: 23209147",""
"CCN0483","0.2","Liver","Normal","Hepatocytes","Cholangiocytes","Wnt2","FZD5_LRP5","WNT","0.001","0.000","KEGG: mmu04310; PMID: 23209147",""
"CCN0483","0.2","Liver","Normal","Kupffer cells","Cholangiocytes","Wnt2","FZD5_LRP5","WNT","0.001","0.000","KEGG: mmu04310; PMID: 23209147",""
"CCN0483","0.2","Liver","Normal","Natural killer cells","Cholangiocytes","Wnt2","FZD5_LRP5","WNT","0.001","0.000","KEGG: mmu04310; PMID: 23209147",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Hepatic stellate cells","Wnt2","FZD6_LRP5","WNT","0.000","0.000","KEGG: mmu04310; PMID: 23209147",""
"CCN0483","0.2","Liver","Normal","Endothelial cells","Hepatic stellate cells","Wnt2","FZD6_LRP5","WNT","0.002","0.000","KEGG: mmu04310; PMID: 23209147",""
"CCN0483","0.2","Liver","Normal","Hepatic stellate cells","Hepatic stellate cells","Wnt2","FZD6_LRP5","WNT","0.000","0.000","KEGG: mmu04310; PMID: 23209147",""
"CCN0483","0.2","Liver","Normal","Hepatocytes","Hepatic stellate cells","Wnt2","FZD6_LRP5","WNT","0.001","0.000","KEGG: mmu04310; PMID: 23209147",""
"CCN0483","0.2","Liver","Normal","Kupffer cells","Hepatic stellate cells","Wnt2","FZD6_LRP5","WNT","0.000","0.000","KEGG: mmu04310; PMID: 23209147",""
"CCN0483","0.2","Liver","Normal","Natural killer cells","Hepatic stellate cells","Wnt2","FZD6_LRP5","WNT","0.000","0.000","KEGG: mmu04310; PMID: 23209147",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Cholangiocytes","Wnt4","FZD4_LRP5","WNT","0.003","0.000","KEGG: mmu04310; PMID: 23209147",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Endothelial cells","Wnt4","FZD4_LRP5","WNT","0.010","0.000","KEGG: mmu04310; PMID: 23209147",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Hepatic stellate cells","Wnt4","FZD4_LRP5","WNT","0.004","0.000","KEGG: mmu04310; PMID: 23209147",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Hepatocytes","Wnt4","FZD4_LRP5","WNT","0.004","0.000","KEGG: mmu04310; PMID: 23209147",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Kupffer cells","Wnt4","FZD4_LRP5","WNT","0.003","0.000","KEGG: mmu04310; PMID: 23209147",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Natural killer cells","Wnt4","FZD4_LRP5","WNT","0.003","0.000","KEGG: mmu04310; PMID: 23209147",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Cholangiocytes","Wnt4","FZD5_LRP5","WNT","0.003","0.000","KEGG: mmu04310; PMID: 23209147",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Hepatic stellate cells","Wnt4","FZD6_LRP5","WNT","0.002","0.000","KEGG: mmu04310; PMID: 23209147",""
"CCN0483","0.2","Liver","Normal","Endothelial cells","Endothelial cells","Wnt2","FZD4_LRP6","WNT","0.007","0.000","KEGG: mmu04310; PMID: 23209147",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Cholangiocytes","Wnt2","FZD5_LRP6","WNT","0.001","0.000","KEGG: mmu04310; PMID: 23209147",""
"CCN0483","0.2","Liver","Normal","Endothelial cells","Cholangiocytes","Wnt2","FZD5_LRP6","WNT","0.004","0.000","KEGG: mmu04310; PMID: 23209147",""
"CCN0483","0.2","Liver","Normal","Hepatic stellate cells","Cholangiocytes","Wnt2","FZD5_LRP6","WNT","0.001","0.000","KEGG: mmu04310; PMID: 23209147",""
"CCN0483","0.2","Liver","Normal","Hepatocytes","Cholangiocytes","Wnt2","FZD5_LRP6","WNT","0.003","0.000","KEGG: mmu04310; PMID: 23209147",""
"CCN0483","0.2","Liver","Normal","Kupffer cells","Cholangiocytes","Wnt2","FZD5_LRP6","WNT","0.001","0.000","KEGG: mmu04310; PMID: 23209147",""
"CCN0483","0.2","Liver","Normal","Natural killer cells","Cholangiocytes","Wnt2","FZD5_LRP6","WNT","0.001","0.000","KEGG: mmu04310; PMID: 23209147",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Hepatic stellate cells","Wnt2","FZD6_LRP6","WNT","0.001","0.000","KEGG: mmu04310; PMID: 23209147",""
"CCN0483","0.2","Liver","Normal","Endothelial cells","Hepatic stellate cells","Wnt2","FZD6_LRP6","WNT","0.003","0.000","KEGG: mmu04310; PMID: 23209147",""
"CCN0483","0.2","Liver","Normal","Hepatic stellate cells","Hepatic stellate cells","Wnt2","FZD6_LRP6","WNT","0.001","0.000","KEGG: mmu04310; PMID: 23209147",""
"CCN0483","0.2","Liver","Normal","Hepatocytes","Hepatic stellate cells","Wnt2","FZD6_LRP6","WNT","0.002","0.000","KEGG: mmu04310; PMID: 23209147",""
"CCN0483","0.2","Liver","Normal","Kupffer cells","Hepatic stellate cells","Wnt2","FZD6_LRP6","WNT","0.001","0.000","KEGG: mmu04310; PMID: 23209147",""
"CCN0483","0.2","Liver","Normal","Natural killer cells","Hepatic stellate cells","Wnt2","FZD6_LRP6","WNT","0.001","0.000","KEGG: mmu04310; PMID: 23209147",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Cholangiocytes","Wnt4","FZD4_LRP6","WNT","0.005","0.000","KEGG: mmu04310; PMID: 23209147",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Endothelial cells","Wnt4","FZD4_LRP6","WNT","0.010","0.000","KEGG: mmu04310; PMID: 23209147",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Hepatic stellate cells","Wnt4","FZD4_LRP6","WNT","0.007","0.000","KEGG: mmu04310; PMID: 23209147",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Hepatocytes","Wnt4","FZD4_LRP6","WNT","0.007","0.000","KEGG: mmu04310; PMID: 23209147",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Kupffer cells","Wnt4","FZD4_LRP6","WNT","0.004","0.000","KEGG: mmu04310; PMID: 23209147",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Natural killer cells","Wnt4","FZD4_LRP6","WNT","0.003","0.000","KEGG: mmu04310; PMID: 23209147",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Cholangiocytes","Wnt4","FZD5_LRP6","WNT","0.005","0.000","KEGG: mmu04310; PMID: 23209147",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Hepatic stellate cells","Wnt4","FZD6_LRP6","WNT","0.004","0.000","KEGG: mmu04310; PMID: 23209147",""
"CCN0483","0.2","Liver","Normal","Hepatic stellate cells","Cholangiocytes","Nrg1","Erbb3","NRG","0.002","0.000","KEGG: mmu04012",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","B cells","Vegfa","Flt1","VEGF","0.006","0.000","KEGG: mmu04370; PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Cholangiocytes","Vegfa","Flt1","VEGF","0.022","0.000","KEGG: mmu04370; PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Endothelial cells","Vegfa","Flt1","VEGF","0.058","0.000","KEGG: mmu04370; PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Hematopoietic cells","Vegfa","Flt1","VEGF","0.022","0.000","KEGG: mmu04370; PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Hepatic stellate cells","Vegfa","Flt1","VEGF","0.053","0.000","KEGG: mmu04370; PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Hepatocytes","Vegfa","Flt1","VEGF","0.039","0.000","KEGG: mmu04370; PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Kupffer cells","Vegfa","Flt1","VEGF","0.035","0.000","KEGG: mmu04370; PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Natural killer cells","Vegfa","Flt1","VEGF","0.009","0.000","KEGG: mmu04370; PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","B cells","Vegfa","Kdr","VEGF","0.026","0.000","KEGG: mmu04370; PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Cholangiocytes","Vegfa","Kdr","VEGF","0.054","0.000","KEGG: mmu04370; PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Endothelial cells","Vegfa","Kdr","VEGF","0.132","0.000","KEGG: mmu04370; PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Hematopoietic cells","Vegfa","Kdr","VEGF","0.037","0.000","KEGG: mmu04370; PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Hepatic stellate cells","Vegfa","Kdr","VEGF","0.071","0.000","KEGG: mmu04370; PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Hepatocytes","Vegfa","Kdr","VEGF","0.077","0.000","KEGG: mmu04370; PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Kupffer cells","Vegfa","Kdr","VEGF","0.069","0.000","KEGG: mmu04370; PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Natural killer cells","Vegfa","Kdr","VEGF","0.030","0.000","KEGG: mmu04370; PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Endothelial cells","B cells","Vegfb","Flt1","VEGF","0.001","0.000","KEGG: mmu04370; PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Endothelial cells","Cholangiocytes","Vegfb","Flt1","VEGF","0.004","0.000","KEGG: mmu04370; PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Endothelial cells","Endothelial cells","Vegfb","Flt1","VEGF","0.011","0.000","KEGG: mmu04370; PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Endothelial cells","Hematopoietic cells","Vegfb","Flt1","VEGF","0.004","0.000","KEGG: mmu04370; PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Endothelial cells","Hepatic stellate cells","Vegfb","Flt1","VEGF","0.010","0.000","KEGG: mmu04370; PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Endothelial cells","Hepatocytes","Vegfb","Flt1","VEGF","0.007","0.000","KEGG: mmu04370; PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Endothelial cells","Kupffer cells","Vegfb","Flt1","VEGF","0.006","0.000","KEGG: mmu04370; PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Endothelial cells","Natural killer cells","Vegfb","Flt1","VEGF","0.002","0.000","KEGG: mmu04370; PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Hepatic stellate cells","B cells","Vegfc","Flt4","VEGF","0.004","0.000","KEGG: mmu04370; PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Hepatic stellate cells","Cholangiocytes","Vegfc","Flt4","VEGF","0.017","0.000","KEGG: mmu04370; PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Hepatic stellate cells","Endothelial cells","Vegfc","Flt4","VEGF","0.047","0.000","KEGG: mmu04370; PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Hepatic stellate cells","Hematopoietic cells","Vegfc","Flt4","VEGF","0.017","0.000","KEGG: mmu04370; PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Hepatic stellate cells","Hepatic stellate cells","Vegfc","Flt4","VEGF","0.027","0.000","KEGG: mmu04370; PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Hepatic stellate cells","Hepatocytes","Vegfc","Flt4","VEGF","0.029","0.000","KEGG: mmu04370; PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Hepatic stellate cells","Kupffer cells","Vegfc","Flt4","VEGF","0.028","0.000","KEGG: mmu04370; PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Hepatic stellate cells","Natural killer cells","Vegfc","Flt4","VEGF","0.007","0.000","KEGG: mmu04370; PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Hepatic stellate cells","B cells","Vegfc","Kdr","VEGF","0.021","0.000","KEGG: mmu04370; PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Hepatic stellate cells","Cholangiocytes","Vegfc","Kdr","VEGF","0.043","0.000","KEGG: mmu04370; PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Hepatic stellate cells","Endothelial cells","Vegfc","Kdr","VEGF","0.108","0.000","KEGG: mmu04370; PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Hepatic stellate cells","Hematopoietic cells","Vegfc","Kdr","VEGF","0.029","0.000","KEGG: mmu04370; PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Hepatic stellate cells","Hepatic stellate cells","Vegfc","Kdr","VEGF","0.057","0.000","KEGG: mmu04370; PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Hepatic stellate cells","Hepatocytes","Vegfc","Kdr","VEGF","0.063","0.000","KEGG: mmu04370; PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Hepatic stellate cells","Kupffer cells","Vegfc","Kdr","VEGF","0.056","0.000","KEGG: mmu04370; PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Hepatic stellate cells","Natural killer cells","Vegfc","Kdr","VEGF","0.024","0.000","KEGG: mmu04370; PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","B cells","Vegfa","FLT1_KDR","VEGF","0.012","0.000","PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Cholangiocytes","Vegfa","FLT1_KDR","VEGF","0.037","0.000","PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Endothelial cells","Vegfa","FLT1_KDR","VEGF","0.108","0.000","PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Hematopoietic cells","Vegfa","FLT1_KDR","VEGF","0.031","0.000","PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Hepatic stellate cells","Vegfa","FLT1_KDR","VEGF","0.070","0.000","PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Hepatocytes","Vegfa","FLT1_KDR","VEGF","0.063","0.000","PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Kupffer cells","Vegfa","FLT1_KDR","VEGF","0.055","0.000","PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Natural killer cells","Vegfa","FLT1_KDR","VEGF","0.017","0.000","PMID: 16633338",""
"CCN0483","0.2","Liver","Normal","Hepatic stellate cells","B cells","Vegfc","FLT4_KDR","VEGF","0.010","0.000","PMID: 16633339",""
"CCN0483","0.2","Liver","Normal","Hepatic stellate cells","Cholangiocytes","Vegfc","FLT4_KDR","VEGF","0.030","0.000","PMID: 16633339",""
"CCN0483","0.2","Liver","Normal","Hepatic stellate cells","Endothelial cells","Vegfc","FLT4_KDR","VEGF","0.088","0.000","PMID: 16633339",""
"CCN0483","0.2","Liver","Normal","Hepatic stellate cells","Hematopoietic cells","Vegfc","FLT4_KDR","VEGF","0.024","0.000","PMID: 16633339",""
"CCN0483","0.2","Liver","Normal","Hepatic stellate cells","Hepatic stellate cells","Vegfc","FLT4_KDR","VEGF","0.045","0.000","PMID: 16633339",""
"CCN0483","0.2","Liver","Normal","Hepatic stellate cells","Hepatocytes","Vegfc","FLT4_KDR","VEGF","0.049","0.000","PMID: 16633339",""
"CCN0483","0.2","Liver","Normal","Hepatic stellate cells","Kupffer cells","Vegfc","FLT4_KDR","VEGF","0.044","0.000","PMID: 16633339",""
"CCN0483","0.2","Liver","Normal","Hepatic stellate cells","Natural killer cells","Vegfc","FLT4_KDR","VEGF","0.014","0.000","PMID: 16633339",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Cholangiocytes","Igf1","Igf1r","IGF","0.006","0.000","PMID: 14604834",""
"CCN0483","0.2","Liver","Normal","Hepatocytes","Cholangiocytes","Igf1","Igf1r","IGF","0.002","0.000","PMID: 14604834",""
"CCN0483","0.2","Liver","Normal","Kupffer cells","Cholangiocytes","Igf1","Igf1r","IGF","0.002","0.000","PMID: 14604834",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Endothelial cells","Igf1","Igf1r","IGF","0.005","0.000","PMID: 14604834",""
"CCN0483","0.2","Liver","Normal","Hepatocytes","Endothelial cells","Igf1","Igf1r","IGF","0.002","0.000","PMID: 14604834",""
"CCN0483","0.2","Liver","Normal","Kupffer cells","Endothelial cells","Igf1","Igf1r","IGF","0.002","0.000","PMID: 14604834",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Hematopoietic cells","Igf1","Igf1r","IGF","0.011","0.000","PMID: 14604834",""
"CCN0483","0.2","Liver","Normal","Hepatocytes","Hematopoietic cells","Igf1","Igf1r","IGF","0.005","0.000","PMID: 14604834",""
"CCN0483","0.2","Liver","Normal","Kupffer cells","Hematopoietic cells","Igf1","Igf1r","IGF","0.003","0.000","PMID: 14604834",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Hepatic stellate cells","Igf1","Igf1r","IGF","0.001","0.000","PMID: 14604834",""
"CCN0483","0.2","Liver","Normal","Hepatocytes","Hepatic stellate cells","Igf1","Igf1r","IGF","0.000","0.000","PMID: 14604834",""
"CCN0483","0.2","Liver","Normal","Kupffer cells","Hepatic stellate cells","Igf1","Igf1r","IGF","0.000","0.000","PMID: 14604834",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Hepatocytes","Igf1","Igf1r","IGF","0.001","0.000","PMID: 14604834",""
"CCN0483","0.2","Liver","Normal","Hepatocytes","Hepatocytes","Igf1","Igf1r","IGF","0.001","0.000","PMID: 14604834",""
"CCN0483","0.2","Liver","Normal","Kupffer cells","Hepatocytes","Igf1","Igf1r","IGF","0.000","0.000","PMID: 14604834",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Kupffer cells","Igf1","Igf1r","IGF","0.002","0.000","PMID: 14604834",""
"CCN0483","0.2","Liver","Normal","Hepatocytes","Kupffer cells","Igf1","Igf1r","IGF","0.001","0.000","PMID: 14604834",""
"CCN0483","0.2","Liver","Normal","Kupffer cells","Kupffer cells","Igf1","Igf1r","IGF","0.000","0.000","PMID: 14604834",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Natural killer cells","Igf1","Igf1r","IGF","0.002","0.000","PMID: 14604834",""
"CCN0483","0.2","Liver","Normal","Hepatocytes","Natural killer cells","Igf1","Igf1r","IGF","0.001","0.000","PMID: 14604834",""
"CCN0483","0.2","Liver","Normal","Kupffer cells","Natural killer cells","Igf1","Igf1r","IGF","0.001","0.000","PMID: 14604834",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Cholangiocytes","Igf1","ITGA6_ITGB4","IGF","0.002","0.000","PMID: 28190785; PMID: 28873464",""
"CCN0483","0.2","Liver","Normal","Hepatocytes","Cholangiocytes","Igf1","ITGA6_ITGB4","IGF","0.001","0.000","PMID: 28190785; PMID: 28873464",""
"CCN0483","0.2","Liver","Normal","Kupffer cells","Cholangiocytes","Igf1","ITGA6_ITGB4","IGF","0.001","0.000","PMID: 28190785; PMID: 28873464",""
"CCN0483","0.2","Liver","Normal","Natural killer cells","Hematopoietic cells","Ccl5","Ccr1","CCL","0.064","0.000","KEGG: mmu04060",""
"CCN0483","0.2","Liver","Normal","Hematopoietic cells","Hematopoietic cells","Ccl6","Ccr1","CCL","0.112","0.000","KEGG: mmu04060",""
"CCN0483","0.2","Liver","Normal","Kupffer cells","Hematopoietic cells","Ccl6","Ccr1","CCL","0.017","0.000","KEGG: mmu04060",""
"CCN0483","0.2","Liver","Normal","Hematopoietic cells","Natural killer cells","Ccl6","Ccr2","CCL","0.022","0.000","KEGG: mmu04060",""
"CCN0483","0.2","Liver","Normal","Kupffer cells","Natural killer cells","Ccl6","Ccr2","CCL","0.003","0.000","KEGG: mmu04060",""
"CCN0483","0.2","Liver","Normal","Cholangiocytes","Natural killer cells","Ccl27a","Ccr2","CCL","0.001","0.000","KEGG: mmu04060",""
"CCN0483","0.2","Liver","Normal","Natural killer cells","Kupffer cells","Ccl4","Ccr5","CCL","0.002","0.000","KEGG: mmu04060",""
"CCN0483","0.2","Liver","Normal","Natural killer cells","Natural killer cells","Ccl4","Ccr5","CCL","0.002","0.000","KEGG: mmu04060",""
"CCN0483","0.2","Liver","Normal","Natural killer cells","Kupffer cells","Ccl5","Ccr5","CCL","0.008","0.000","KEGG: mmu04060",""
"CCN0483","0.2","Liver","Normal","Natural killer cells","Natural killer cells","Ccl5","Ccr5","CCL","0.008","0.000","KEGG: mmu04060",""
