Gene stable ID	Gene stable ID version	Transcript stable ID	Transcript stable ID version	Protein stable ID	Protein stable ID version	Gene name	Source of gene name
ENSMUSG00000100384	ENSMUSG00000100384.2	ENSMUST00000186655	ENSMUST00000186655.2			Gm28489	MGI Symbol
ENSMUSG00000100216	ENSMUSG00000100216.2	ENSMUST00000189917	ENSMUST00000189917.2			Gm21867	MGI Symbol
ENSMUSG00000099641	ENSMUSG00000099641.2	ENSMUST00000186675	ENSMUST00000186675.2			Gm29448	MGI Symbol
ENSMUSG00000100271	ENSMUSG00000100271.2	ENSMUST00000186909	ENSMUST00000186909.2			Gm21127	MGI Symbol
ENSMUSG00000095634	ENSMUSG00000095634.3	ENSMUST00000187846	ENSMUST00000187846.2	ENSMUSP00000140326	ENSMUSP00000140326.2	Gm20816	MGI Symbol
ENSMUSG00000095634	ENSMUSG00000095634.3	ENSMUST00000177765	ENSMUST00000177765.2	ENSMUSP00000137306	ENSMUSP00000137306.2	Gm20816	MGI Symbol
ENSMUSG00000101393	ENSMUSG00000101393.2	ENSMUST00000186407	ENSMUST00000186407.2			Gm29447	MGI Symbol
ENSMUSG00000101393	ENSMUSG00000101393.2	ENSMUST00000186590	ENSMUST00000186590.2			Gm29447	MGI Symbol
ENSMUSG00000100885	ENSMUSG00000100885.2	ENSMUST00000190887	ENSMUST00000190887.2			Gm29446	MGI Symbol
ENSMUSG00000101120	ENSMUSG00000101120.2	ENSMUST00000187996	ENSMUST00000187996.2			Gm29452	MGI Symbol
ENSMUSG00000101216	ENSMUSG00000101216.2	ENSMUST00000188862	ENSMUST00000188862.2			Gm29451	MGI Symbol
ENSMUSG00000100032	ENSMUSG00000100032.2	ENSMUST00000191123	ENSMUST00000191123.2	ENSMUSP00000140565	ENSMUSP00000140565.2	Gm20817	MGI Symbol
ENSMUSG00000101080	ENSMUSG00000101080.2	ENSMUST00000190867	ENSMUST00000190867.2			Gm28633	MGI Symbol
ENSMUSG00000101080	ENSMUSG00000101080.2	ENSMUST00000187906	ENSMUST00000187906.2			Gm28633	MGI Symbol
ENSMUSG00000094444	ENSMUSG00000094444.3	ENSMUST00000190314	ENSMUST00000190314.2			Gm21562	MGI Symbol
ENSMUSG00000094444	ENSMUSG00000094444.3	ENSMUST00000177888	ENSMUST00000177888.2			Gm21562	MGI Symbol
ENSMUSG00000100308	ENSMUSG00000100308.2	ENSMUST00000188383	ENSMUST00000188383.2			Gm29410	MGI Symbol
ENSMUSG00000101423	ENSMUSG00000101423.7	ENSMUST00000190443	ENSMUST00000190443.7			Gm28298	MGI Symbol
ENSMUSG00000101423	ENSMUSG00000101423.7	ENSMUST00000185287	ENSMUST00000185287.2			Gm28298	MGI Symbol
ENSMUSG00000095626	ENSMUSG00000095626.3	ENSMUST00000186850	ENSMUST00000186850.2			Gm21572	MGI Symbol
ENSMUSG00000095626	ENSMUSG00000095626.3	ENSMUST00000180134	ENSMUST00000180134.2			Gm21572	MGI Symbol
ENSMUSG00000101761	ENSMUSG00000101761.7	ENSMUST00000190933	ENSMUST00000190933.7			Gm28297	MGI Symbol
ENSMUSG00000101761	ENSMUSG00000101761.7	ENSMUST00000186679	ENSMUST00000186679.2			Gm28297	MGI Symbol
ENSMUSG00000099493	ENSMUSG00000099493.2	ENSMUST00000187240	ENSMUST00000187240.2			Gm21753	MGI Symbol
ENSMUSG00000096777	ENSMUSG00000096777.3	ENSMUST00000189444	ENSMUST00000189444.2			Gm21723	MGI Symbol
ENSMUSG00000096777	ENSMUSG00000096777.3	ENSMUST00000178692	ENSMUST00000178692.2			Gm21723	MGI Symbol
ENSMUSG00000102119	ENSMUSG00000102119.7	ENSMUST00000188058	ENSMUST00000188058.7			Gm28462	MGI Symbol
ENSMUSG00000102119	ENSMUSG00000102119.7	ENSMUST00000185217	ENSMUST00000185217.2			Gm28462	MGI Symbol
ENSMUSG00000101147	ENSMUSG00000101147.2	ENSMUST00000190372	ENSMUST00000190372.2			Gm20818	MGI Symbol
ENSMUSG00000100739	ENSMUSG00000100739.7	ENSMUST00000186151	ENSMUST00000186151.7			Gm28296	MGI Symbol
ENSMUSG00000100739	ENSMUSG00000100739.7	ENSMUST00000185585	ENSMUST00000185585.2			Gm28296	MGI Symbol
ENSMUSG00000095345	ENSMUSG00000095345.3	ENSMUST00000187288	ENSMUST00000187288.2			Gm21821	MGI Symbol
ENSMUSG00000095345	ENSMUSG00000095345.3	ENSMUST00000179646	ENSMUST00000179646.2			Gm21821	MGI Symbol
ENSMUSG00000100709	ENSMUSG00000100709.7	ENSMUST00000188322	ENSMUST00000188322.7			Gm28295	MGI Symbol
ENSMUSG00000100709	ENSMUSG00000100709.7	ENSMUST00000190203	ENSMUST00000190203.2			Gm28295	MGI Symbol
ENSMUSG00000101254	ENSMUSG00000101254.2	ENSMUST00000189115	ENSMUST00000189115.2			Gm20932	MGI Symbol
ENSMUSG00000100976	ENSMUSG00000100976.2	ENSMUST00000186579	ENSMUST00000186579.2			Gm29134	MGI Symbol
ENSMUSG00000100489	ENSMUSG00000100489.2	ENSMUST00000185642	ENSMUST00000185642.2			Gm28303	MGI Symbol
ENSMUSG00000101239	ENSMUSG00000101239.2	ENSMUST00000185977	ENSMUST00000185977.2			Gm28304	MGI Symbol
ENSMUSG00000100971	ENSMUSG00000100971.2	ENSMUST00000187496	ENSMUST00000187496.2			Gm28824	MGI Symbol
ENSMUSG00000100509	ENSMUSG00000100509.2	ENSMUST00000186188	ENSMUST00000186188.2			Gm21810	MGI Symbol
ENSMUSG00000095553	ENSMUSG00000095553.3	ENSMUST00000187044	ENSMUST00000187044.2			Gm21916	MGI Symbol
ENSMUSG00000095553	ENSMUSG00000095553.3	ENSMUST00000178771	ENSMUST00000178771.2			Gm21916	MGI Symbol
ENSMUSG00000101099	ENSMUSG00000101099.7	ENSMUST00000185427	ENSMUST00000185427.7			Gm29191	MGI Symbol
ENSMUSG00000101099	ENSMUSG00000101099.7	ENSMUST00000188742	ENSMUST00000188742.2			Gm29191	MGI Symbol
ENSMUSG00000095049	ENSMUSG00000095049.3	ENSMUST00000178380	ENSMUST00000178380.3			Gm21756	MGI Symbol
ENSMUSG00000101601	ENSMUSG00000101601.2	ENSMUST00000190631	ENSMUST00000190631.2			Gm28210	MGI Symbol
ENSMUSG00000101516	ENSMUSG00000101516.7	ENSMUST00000188026	ENSMUST00000188026.7			Gm29074	MGI Symbol
ENSMUSG00000101516	ENSMUSG00000101516.7	ENSMUST00000185455	ENSMUST00000185455.7			Gm29074	MGI Symbol
ENSMUSG00000101516	ENSMUSG00000101516.7	ENSMUST00000187907	ENSMUST00000187907.2			Gm29074	MGI Symbol
ENSMUSG00000101359	ENSMUSG00000101359.2	ENSMUST00000190920	ENSMUST00000190920.2			Gm28211	MGI Symbol
ENSMUSG00000100790	ENSMUSG00000100790.7	ENSMUST00000188788	ENSMUST00000188788.7			Gm28518	MGI Symbol
ENSMUSG00000100790	ENSMUSG00000100790.7	ENSMUST00000187047	ENSMUST00000187047.7			Gm28518	MGI Symbol
ENSMUSG00000100790	ENSMUSG00000100790.7	ENSMUST00000187840	ENSMUST00000187840.2			Gm28518	MGI Symbol
ENSMUSG00000101302	ENSMUSG00000101302.7	ENSMUST00000190126	ENSMUST00000190126.7			Gm28519	MGI Symbol
ENSMUSG00000101302	ENSMUSG00000101302.7	ENSMUST00000189729	ENSMUST00000189729.7			Gm28519	MGI Symbol
ENSMUSG00000101302	ENSMUSG00000101302.7	ENSMUST00000187457	ENSMUST00000187457.2			Gm28519	MGI Symbol
ENSMUSG00000102125	ENSMUSG00000102125.7	ENSMUST00000189379	ENSMUST00000189379.7			Gm28520	MGI Symbol
ENSMUSG00000102125	ENSMUSG00000102125.7	ENSMUST00000190808	ENSMUST00000190808.7			Gm28520	MGI Symbol
ENSMUSG00000102125	ENSMUSG00000102125.7	ENSMUST00000187225	ENSMUST00000187225.2			Gm28520	MGI Symbol
ENSMUSG00000094064	ENSMUSG00000094064.3	ENSMUST00000189751	ENSMUST00000189751.2			Gm21626	MGI Symbol
ENSMUSG00000094064	ENSMUSG00000094064.3	ENSMUST00000177791	ENSMUST00000177791.2			Gm21626	MGI Symbol
ENSMUSG00000101421	ENSMUSG00000101421.2	ENSMUST00000187085	ENSMUST00000187085.2			Gm28433	MGI Symbol
ENSMUSG00000099461	ENSMUSG00000099461.7	ENSMUST00000190230	ENSMUST00000190230.7			Gm28521	MGI Symbol
ENSMUSG00000099461	ENSMUSG00000099461.7	ENSMUST00000188948	ENSMUST00000188948.2			Gm28521	MGI Symbol
ENSMUSG00000101706	ENSMUSG00000101706.2	ENSMUST00000185592	ENSMUST00000185592.2			Gm28431	MGI Symbol
ENSMUSG00000096532	ENSMUSG00000096532.3	ENSMUST00000186630	ENSMUST00000186630.2			Gm21633	MGI Symbol
ENSMUSG00000096532	ENSMUSG00000096532.3	ENSMUST00000178941	ENSMUST00000178941.2			Gm21633	MGI Symbol
ENSMUSG00000101627	ENSMUSG00000101627.2	ENSMUST00000185237	ENSMUST00000185237.2			Gm28432	MGI Symbol
ENSMUSG00000101627	ENSMUSG00000101627.2	ENSMUST00000189356	ENSMUST00000189356.2			Gm28432	MGI Symbol
ENSMUSG00000101852	ENSMUSG00000101852.2	ENSMUST00000187173	ENSMUST00000187173.2			Gm20886	MGI Symbol
ENSMUSG00000101681	ENSMUSG00000101681.7	ENSMUST00000190561	ENSMUST00000190561.7			Gm28522	MGI Symbol
ENSMUSG00000101681	ENSMUSG00000101681.7	ENSMUST00000185908	ENSMUST00000185908.2			Gm28522	MGI Symbol
ENSMUSG00000099438	ENSMUSG00000099438.2	ENSMUST00000185495	ENSMUST00000185495.2			Gm21808	MGI Symbol
ENSMUSG00000101870	ENSMUSG00000101870.2	ENSMUST00000189513	ENSMUST00000189513.2			Gm21745	MGI Symbol
ENSMUSG00000101472	ENSMUSG00000101472.2	ENSMUST00000190343	ENSMUST00000190343.2			Gm28517	MGI Symbol
ENSMUSG00000101407	ENSMUSG00000101407.7	ENSMUST00000185593	ENSMUST00000185593.7			Gm29532	MGI Symbol
ENSMUSG00000101407	ENSMUSG00000101407.7	ENSMUST00000191113	ENSMUST00000191113.2			Gm29532	MGI Symbol
ENSMUSG00000099500	ENSMUSG00000099500.2	ENSMUST00000190569	ENSMUST00000190569.2			Gm29531	MGI Symbol
ENSMUSG00000100097	ENSMUSG00000100097.7	ENSMUST00000188929	ENSMUST00000188929.7			Gm28464	MGI Symbol
ENSMUSG00000100097	ENSMUSG00000100097.7	ENSMUST00000187726	ENSMUST00000187726.2			Gm28464	MGI Symbol
ENSMUSG00000099806	ENSMUSG00000099806.2	ENSMUST00000191284	ENSMUST00000191284.2			Gm28841	MGI Symbol
ENSMUSG00000101474	ENSMUSG00000101474.2	ENSMUST00000187236	ENSMUST00000187236.2			Gm29656	MGI Symbol
ENSMUSG00000099704	ENSMUSG00000099704.2	ENSMUST00000190289	ENSMUST00000190289.2			Gm28842	MGI Symbol
ENSMUSG00000099704	ENSMUSG00000099704.2	ENSMUST00000186399	ENSMUST00000186399.2			Gm28842	MGI Symbol
ENSMUSG00000101383	ENSMUSG00000101383.2	ENSMUST00000189198	ENSMUST00000189198.2			Gm28843	MGI Symbol
ENSMUSG00000099737	ENSMUSG00000099737.7	ENSMUST00000187728	ENSMUST00000187728.7			Gm29655	MGI Symbol
ENSMUSG00000099737	ENSMUSG00000099737.7	ENSMUST00000190528	ENSMUST00000190528.2			Gm29655	MGI Symbol
ENSMUSG00000099914	ENSMUSG00000099914.2	ENSMUST00000190397	ENSMUST00000190397.2			Gm28837	MGI Symbol
ENSMUSG00000101417	ENSMUSG00000101417.2	ENSMUST00000189755	ENSMUST00000189755.2			Gm21647	MGI Symbol
ENSMUSG00000101654	ENSMUSG00000101654.2	ENSMUST00000187192	ENSMUST00000187192.2			Gm29653	MGI Symbol
ENSMUSG00000099369	ENSMUSG00000099369.2	ENSMUST00000186338	ENSMUST00000186338.2			Gm28838	MGI Symbol
ENSMUSG00000101808	ENSMUSG00000101808.2	ENSMUST00000186886	ENSMUST00000186886.2			Gm29654	MGI Symbol
ENSMUSG00000101893	ENSMUSG00000101893.2	ENSMUST00000189579	ENSMUST00000189579.2			Gm28839	MGI Symbol
ENSMUSG00000099910	ENSMUSG00000099910.2	ENSMUST00000189088	ENSMUST00000189088.2			Gm29651	MGI Symbol
ENSMUSG00000100442	ENSMUSG00000100442.2	ENSMUST00000187981	ENSMUST00000187981.2			Gm20866	MGI Symbol
ENSMUSG00000101518	ENSMUSG00000101518.2	ENSMUST00000190110	ENSMUST00000190110.2			Gm20868	MGI Symbol
ENSMUSG00000099818	ENSMUSG00000099818.2	ENSMUST00000188622	ENSMUST00000188622.2			Gm29652	MGI Symbol
ENSMUSG00000100500	ENSMUSG00000100500.2	ENSMUST00000188565	ENSMUST00000188565.2			Gm29080	MGI Symbol
ENSMUSG00000100677	ENSMUSG00000100677.2	ENSMUST00000189684	ENSMUST00000189684.2			Gm21184	MGI Symbol
ENSMUSG00000100171	ENSMUSG00000100171.2	ENSMUST00000190814	ENSMUST00000190814.2			Gm21201	MGI Symbol
ENSMUSG00000101255	ENSMUSG00000101255.2	ENSMUST00000189958	ENSMUST00000189958.2			Gm21841	MGI Symbol
ENSMUSG00000099463	ENSMUSG00000099463.7	ENSMUST00000190140	ENSMUST00000190140.7			Gm29081	MGI Symbol
ENSMUSG00000099463	ENSMUSG00000099463.7	ENSMUST00000186518	ENSMUST00000186518.7			Gm29081	MGI Symbol
ENSMUSG00000099463	ENSMUSG00000099463.7	ENSMUST00000188696	ENSMUST00000188696.2			Gm29081	MGI Symbol
ENSMUSG00000100745	ENSMUSG00000100745.2	ENSMUST00000185784	ENSMUST00000185784.2			Gm29077	MGI Symbol
ENSMUSG00000101341	ENSMUSG00000101341.2	ENSMUST00000187689	ENSMUST00000187689.2			Gm29076	MGI Symbol
ENSMUSG00000100193	ENSMUSG00000100193.2	ENSMUST00000188875	ENSMUST00000188875.2			Gm29079	MGI Symbol
ENSMUSG00000099651	ENSMUSG00000099651.2	ENSMUST00000190611	ENSMUST00000190611.2			Gm29078	MGI Symbol
ENSMUSG00000101787	ENSMUSG00000101787.2	ENSMUST00000189591	ENSMUST00000189591.2			Gm20853	MGI Symbol
ENSMUSG00000101043	ENSMUSG00000101043.2	ENSMUST00000185717	ENSMUST00000185717.2			Gm29075	MGI Symbol
ENSMUSG00000100535	ENSMUSG00000100535.2	ENSMUST00000189315	ENSMUST00000189315.2	ENSMUSP00000139722	ENSMUSP00000139722.2	Gm20870	MGI Symbol
ENSMUSG00000099390	ENSMUSG00000099390.7	ENSMUST00000188647	ENSMUST00000188647.7			Gm29225	MGI Symbol
ENSMUSG00000099390	ENSMUSG00000099390.7	ENSMUST00000188510	ENSMUST00000188510.7			Gm29225	MGI Symbol
ENSMUSG00000099390	ENSMUSG00000099390.7	ENSMUST00000191180	ENSMUST00000191180.2			Gm29225	MGI Symbol
ENSMUSG00000099738	ENSMUSG00000099738.2	ENSMUST00000189519	ENSMUST00000189519.2			Gm28483	MGI Symbol
ENSMUSG00000100422	ENSMUSG00000100422.2	ENSMUST00000186871	ENSMUST00000186871.2			Gm29226	MGI Symbol
ENSMUSG00000101988	ENSMUSG00000101988.2	ENSMUST00000190606	ENSMUST00000190606.2			Gm28484	MGI Symbol
ENSMUSG00000100385	ENSMUSG00000100385.2	ENSMUST00000187139	ENSMUST00000187139.2			Gm29227	MGI Symbol
ENSMUSG00000101336	ENSMUSG00000101336.2	ENSMUST00000186383	ENSMUST00000186383.2			Gm28480	MGI Symbol
ENSMUSG00000101593	ENSMUSG00000101593.2	ENSMUST00000187463	ENSMUST00000187463.2			Gm20842	MGI Symbol
ENSMUSG00000099733	ENSMUSG00000099733.2	ENSMUST00000187275	ENSMUST00000187275.2			Gm21880	MGI Symbol
ENSMUSG00000101626	ENSMUSG00000101626.7	ENSMUST00000191185	ENSMUST00000191185.7			Gm29386	MGI Symbol
ENSMUSG00000101626	ENSMUSG00000101626.7	ENSMUST00000188128	ENSMUST00000188128.7			Gm29386	MGI Symbol
ENSMUSG00000101626	ENSMUSG00000101626.7	ENSMUST00000186775	ENSMUST00000186775.2			Gm29386	MGI Symbol
ENSMUSG00000101091	ENSMUSG00000101091.2	ENSMUST00000190852	ENSMUST00000190852.2			Gm29384	MGI Symbol
ENSMUSG00000100229	ENSMUSG00000100229.2	ENSMUST00000186520	ENSMUST00000186520.2			Gm21896	MGI Symbol
ENSMUSG00000101691	ENSMUSG00000101691.2	ENSMUST00000188571	ENSMUST00000188571.2			Gm29280	MGI Symbol
ENSMUSG00000100540	ENSMUSG00000100540.2	ENSMUST00000185833	ENSMUST00000185833.2			Gm20799	MGI Symbol
ENSMUSG00000100244	ENSMUSG00000100244.2	ENSMUST00000190324	ENSMUST00000190324.2			Gm29279	MGI Symbol
ENSMUSG00000100694	ENSMUSG00000100694.2	ENSMUST00000191008	ENSMUST00000191008.2			Gm29182	MGI Symbol
ENSMUSG00000100694	ENSMUSG00000100694.2	ENSMUST00000187534	ENSMUST00000187534.2			Gm29182	MGI Symbol
ENSMUSG00000099799	ENSMUSG00000099799.7	ENSMUST00000187337	ENSMUST00000187337.7			Gm28260	MGI Symbol
ENSMUSG00000099799	ENSMUSG00000099799.7	ENSMUST00000188438	ENSMUST00000188438.7			Gm28260	MGI Symbol
ENSMUSG00000099799	ENSMUSG00000099799.7	ENSMUST00000190622	ENSMUST00000190622.2			Gm28260	MGI Symbol
ENSMUSG00000099999	ENSMUSG00000099999.2	ENSMUST00000187263	ENSMUST00000187263.2			Gm21795	MGI Symbol
ENSMUSG00000101844	ENSMUSG00000101844.2	ENSMUST00000186101	ENSMUST00000186101.2			Gm20844	MGI Symbol
ENSMUSG00000101806	ENSMUSG00000101806.2	ENSMUST00000186417	ENSMUST00000186417.2			Gm28261	MGI Symbol
ENSMUSG00000101632	ENSMUSG00000101632.2	ENSMUST00000190657	ENSMUST00000190657.2			Gm28264	MGI Symbol
ENSMUSG00000099525	ENSMUSG00000099525.2	ENSMUST00000191488	ENSMUST00000191488.2			Gm21872	MGI Symbol
ENSMUSG00000100749	ENSMUSG00000100749.2	ENSMUST00000191050	ENSMUST00000191050.2			Gm20798	MGI Symbol
ENSMUSG00000099963	ENSMUSG00000099963.7	ENSMUST00000191085	ENSMUST00000191085.7			Gm28463	MGI Symbol
ENSMUSG00000099963	ENSMUSG00000099963.7	ENSMUST00000185506	ENSMUST00000185506.7			Gm28463	MGI Symbol
ENSMUSG00000099963	ENSMUSG00000099963.7	ENSMUST00000185420	ENSMUST00000185420.2			Gm28463	MGI Symbol
ENSMUSG00000101857	ENSMUSG00000101857.2	ENSMUST00000191075	ENSMUST00000191075.2			Gm21757	MGI Symbol
ENSMUSG00000101836	ENSMUSG00000101836.2	ENSMUST00000190413	ENSMUST00000190413.2			Gm28968	MGI Symbol
ENSMUSG00000102008	ENSMUSG00000102008.2	ENSMUST00000188452	ENSMUST00000188452.2			Gm28495	MGI Symbol
ENSMUSG00000100869	ENSMUSG00000100869.2	ENSMUST00000188700	ENSMUST00000188700.2			Gm20846	MGI Symbol
ENSMUSG00000101277	ENSMUSG00000101277.2	ENSMUST00000186066	ENSMUST00000186066.2			Gm20847	MGI Symbol
ENSMUSG00000099371	ENSMUSG00000099371.2	ENSMUST00000190836	ENSMUST00000190836.2			Gm20848	MGI Symbol
ENSMUSG00000100359	ENSMUSG00000100359.2	ENSMUST00000187962	ENSMUST00000187962.2			Gm21766	MGI Symbol
ENSMUSG00000099495	ENSMUSG00000099495.2	ENSMUST00000185634	ENSMUST00000185634.2			Gm20800	MGI Symbol
ENSMUSG00000101747	ENSMUSG00000101747.2	ENSMUST00000186201	ENSMUST00000186201.2			Gm21683	MGI Symbol
ENSMUSG00000100263	ENSMUSG00000100263.2	ENSMUST00000188536	ENSMUST00000188536.2			Gm28468	MGI Symbol
ENSMUSG00000101575	ENSMUSG00000101575.2	ENSMUST00000185598	ENSMUST00000185598.2			Gm20898	MGI Symbol
ENSMUSG00000101715	ENSMUSG00000101715.2	ENSMUST00000191596	ENSMUST00000191596.2			Gm21855	MGI Symbol
ENSMUSG00000100785	ENSMUSG00000100785.2	ENSMUST00000189258	ENSMUST00000189258.2			Gm29333	MGI Symbol
ENSMUSG00000101425	ENSMUSG00000101425.2	ENSMUST00000185248	ENSMUST00000185248.2			Gm29255	MGI Symbol
ENSMUSG00000101425	ENSMUSG00000101425.2	ENSMUST00000187205	ENSMUST00000187205.2			Gm29255	MGI Symbol
ENSMUSG00000100698	ENSMUSG00000100698.2	ENSMUST00000185643	ENSMUST00000185643.2			Gm20902	MGI Symbol
ENSMUSG00000099822	ENSMUSG00000099822.7	ENSMUST00000191389	ENSMUST00000191389.7			Gm28332	MGI Symbol
ENSMUSG00000099822	ENSMUSG00000099822.7	ENSMUST00000185485	ENSMUST00000185485.6			Gm28332	MGI Symbol
ENSMUSG00000099822	ENSMUSG00000099822.7	ENSMUST00000189521	ENSMUST00000189521.3			Gm28332	MGI Symbol
ENSMUSG00000099547	ENSMUSG00000099547.2	ENSMUST00000191593	ENSMUST00000191593.2			Gm28678	MGI Symbol
ENSMUSG00000101781	ENSMUSG00000101781.2	ENSMUST00000186034	ENSMUST00000186034.2			Gm28333	MGI Symbol
ENSMUSG00000101271	ENSMUSG00000101271.2	ENSMUST00000186653	ENSMUST00000186653.2			Gm28334	MGI Symbol
ENSMUSG00000099504	ENSMUSG00000099504.2	ENSMUST00000186204	ENSMUST00000186204.2			Gm28335	MGI Symbol
ENSMUSG00000099782	ENSMUSG00000099782.2	ENSMUST00000189346	ENSMUST00000189346.2	ENSMUSP00000141119	ENSMUSP00000141119.2	Gm20903	MGI Symbol
ENSMUSG00000101377	ENSMUSG00000101377.2	ENSMUST00000190743	ENSMUST00000190743.2			Gm28336	MGI Symbol
ENSMUSG00000101038	ENSMUSG00000101038.2	ENSMUST00000189512	ENSMUST00000189512.2			Gm28272	MGI Symbol
ENSMUSG00000101709	ENSMUSG00000101709.2	ENSMUST00000190425	ENSMUST00000190425.2			Gm28337	MGI Symbol
ENSMUSG00000100604	ENSMUSG00000100604.2	ENSMUST00000189094	ENSMUST00000189094.2			Gm29256	MGI Symbol
ENSMUSG00000099554	ENSMUSG00000099554.2	ENSMUST00000190319	ENSMUST00000190319.2			Gm28259	MGI Symbol
ENSMUSG00000099554	ENSMUSG00000099554.2	ENSMUST00000190815	ENSMUST00000190815.2			Gm28259	MGI Symbol
ENSMUSG00000099814	ENSMUSG00000099814.7	ENSMUST00000186269	ENSMUST00000186269.7			Gm28338	MGI Symbol
ENSMUSG00000099814	ENSMUSG00000099814.7	ENSMUST00000188790	ENSMUST00000188790.7			Gm28338	MGI Symbol
ENSMUSG00000099814	ENSMUSG00000099814.7	ENSMUST00000186161	ENSMUST00000186161.2			Gm28338	MGI Symbol
ENSMUSG00000101757	ENSMUSG00000101757.2	ENSMUST00000185811	ENSMUST00000185811.2			Gm28273	MGI Symbol
ENSMUSG00000100179	ENSMUSG00000100179.2	ENSMUST00000191056	ENSMUST00000191056.2			Gm21715	MGI Symbol
ENSMUSG00000101815	ENSMUSG00000101815.2	ENSMUST00000186297	ENSMUST00000186297.2			Gm29028	MGI Symbol
ENSMUSG00000101538	ENSMUSG00000101538.2	ENSMUST00000190520	ENSMUST00000190520.2			Gm29029	MGI Symbol
ENSMUSG00000100251	ENSMUSG00000100251.2	ENSMUST00000185371	ENSMUST00000185371.2			Gm29615	MGI Symbol
ENSMUSG00000100983	ENSMUSG00000100983.2	ENSMUST00000190848	ENSMUST00000190848.2			Gm29030	MGI Symbol
ENSMUSG00000101820	ENSMUSG00000101820.2	ENSMUST00000190543	ENSMUST00000190543.2			Gm29023	MGI Symbol
ENSMUSG00000100283	ENSMUSG00000100283.2	ENSMUST00000189624	ENSMUST00000189624.2			Gm29024	MGI Symbol
ENSMUSG00000099832	ENSMUSG00000099832.2	ENSMUST00000186756	ENSMUST00000186756.2			Gm29025	MGI Symbol
ENSMUSG00000101246	ENSMUSG00000101246.2	ENSMUST00000187787	ENSMUST00000187787.2			Gm29026	MGI Symbol
ENSMUSG00000101382	ENSMUSG00000101382.2	ENSMUST00000189183	ENSMUST00000189183.2			Gm28213	MGI Symbol
ENSMUSG00000099967	ENSMUSG00000099967.2	ENSMUST00000187114	ENSMUST00000187114.2			Gm28212	MGI Symbol
ENSMUSG00000101161	ENSMUSG00000101161.2	ENSMUST00000190662	ENSMUST00000190662.2			Gm21799	MGI Symbol
ENSMUSG00000100705	ENSMUSG00000100705.2	ENSMUST00000186862	ENSMUST00000186862.2			Gm28227	MGI Symbol
ENSMUSG00000101157	ENSMUSG00000101157.2	ENSMUST00000190782	ENSMUST00000190782.2	ENSMUSP00000140730	ENSMUSP00000140730.2	Gm20905	MGI Symbol
ENSMUSG00000099712	ENSMUSG00000099712.2	ENSMUST00000189889	ENSMUST00000189889.2			Gm29411	MGI Symbol
ENSMUSG00000099586	ENSMUSG00000099586.2	ENSMUST00000191210	ENSMUST00000191210.2			Gm28222	MGI Symbol
ENSMUSG00000100066	ENSMUSG00000100066.2	ENSMUST00000190671	ENSMUST00000190671.2			Gm21835	MGI Symbol
ENSMUSG00000101879	ENSMUSG00000101879.2	ENSMUST00000188530	ENSMUST00000188530.2			Gm28820	MGI Symbol
ENSMUSG00000101879	ENSMUSG00000101879.2	ENSMUST00000190197	ENSMUST00000190197.2			Gm28820	MGI Symbol
ENSMUSG00000099412	ENSMUSG00000099412.2	ENSMUST00000190469	ENSMUST00000190469.2			Gm28223	MGI Symbol
ENSMUSG00000101831	ENSMUSG00000101831.2	ENSMUST00000185869	ENSMUST00000185869.2			Gm29412	MGI Symbol
ENSMUSG00000100428	ENSMUSG00000100428.2	ENSMUST00000186019	ENSMUST00000186019.2			Gm29413	MGI Symbol
ENSMUSG00000099601	ENSMUSG00000099601.2	ENSMUST00000189438	ENSMUST00000189438.2			Gm29671	MGI Symbol
ENSMUSG00000101704	ENSMUSG00000101704.2	ENSMUST00000191365	ENSMUST00000191365.2			Gm21878	MGI Symbol
ENSMUSG00000101349	ENSMUSG00000101349.2	ENSMUST00000190545	ENSMUST00000190545.2			Gm28162	MGI Symbol
ENSMUSG00000100140	ENSMUSG00000100140.2	ENSMUST00000190429	ENSMUST00000190429.2			Gm28789	MGI Symbol
ENSMUSG00000100140	ENSMUSG00000100140.2	ENSMUST00000187068	ENSMUST00000187068.2			Gm28789	MGI Symbol
ENSMUSG00000101710	ENSMUSG00000101710.2	ENSMUST00000186497	ENSMUST00000186497.2			Gm20922	MGI Symbol
ENSMUSG00000094575	ENSMUSG00000094575.3	ENSMUST00000177666	ENSMUST00000177666.3	ENSMUSP00000136636	ENSMUSP00000136636.2	Gm20738	MGI Symbol
ENSMUSG00000101146	ENSMUSG00000101146.2	ENSMUST00000190173	ENSMUST00000190173.2	ENSMUSP00000140666	ENSMUSP00000140666.2	Gm20814	MGI Symbol
ENSMUSG00000099499	ENSMUSG00000099499.2	ENSMUST00000188357	ENSMUST00000188357.2			Gm28787	MGI Symbol
ENSMUSG00000101213	ENSMUSG00000101213.2	ENSMUST00000189717	ENSMUST00000189717.2			Gm28788	MGI Symbol
ENSMUSG00000100952	ENSMUSG00000100952.2	ENSMUST00000188667	ENSMUST00000188667.2			Gm28545	MGI Symbol
ENSMUSG00000100952	ENSMUSG00000100952.2	ENSMUST00000191476	ENSMUST00000191476.2			Gm28545	MGI Symbol
ENSMUSG00000099730	ENSMUSG00000099730.2	ENSMUST00000186357	ENSMUST00000186357.2			Gm28547	MGI Symbol
ENSMUSG00000099896	ENSMUSG00000099896.2	ENSMUST00000189701	ENSMUST00000189701.2			Gm29278	MGI Symbol
